quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1910Q1,13,13,PUNJABI—POETRY.—continued.,Punjabi,,Poetry,27,383,1000,"Siri Gahir Gambhir Press, Rúpar.",Sri Gahir Gambhir Press,Rúpar,"Phuman Singh, Bhai",Bara Masa Pakhand Khandan,True,This poem deals with the qualifications of a Guru or spiritual leader according to the Sikh Granth.,12,Sawami Bishan Das,Rúpar,1910-04-06,6 pies,1st,8°,,,,"Reg 383 — among the highest of the quarter, consistent with Q1 closing at ~384. Author dash-continuation of s26. Issue date 6 April 1910 (registered after quarter-end, as happens).",,Punjabi,,Sri Gahir Gambhir Press,Rupar,Sawami Bishan Das,Rupar,12,[]
1910Q1,14,14,PUNJABI—POETRY.—continued.,Punjabi,,Poetry,28,36,1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,,Prasang Raja Nal te Rani Damyanti,True,A Panjabi version of the ancient Mahabharata episode of Nala and Damyanti.,232,Kavi Chatrik,Amritsar,1909-11-08,6 annas,1st,8°,,,,Nala-Damayanti rendered into Punjabi by Dhani Ram Chatrik (the famed poet and printer) — Mahabharata episode in the Sikh-market qissa idiom.,X (left margin),Punjabi,,Wazir-i-Hind Press,Amritsar,Kavi Chatrik,Amritsar,232,[]
1910Q1,14,14,PUNJABI—POETRY.—continued.,Punjabi,,Poetry,29,110,1000,Ditto,Wazir-i-Hind Press,Amritsar,"Sardul Singh, Bhai",Upkar Chaman,True,"The good done to India by Guru Gobind Singh, the 10th Sikh Guru.",48,Author,Sargodha,1910-01-16,3 annas,1st,32°,,,,,X (left margin),Punjabi,,Wazir-i-Hind Press,Amritsar,Author,Sargodha,48,[]
1910Q1,14,14,PUNJABI—POETRY.—continued.,Punjabi,,Poetry,30,224,1000,"Vidiya Sagar Press, Lahore.",Vidya Sagar Press,Lahore,"Sarjoo Ram, Sadhu Nirmala",Qissa Mirza Sahiban,True,"Story noticed in entry No. 164 on page 16 of the catalogue for the quarter ending the 31st December, 1909.",114,Lala Munshi Ram,Lahore,1910-01-22,5 annas,3rd,8°,,,,"Mirza-Sahiban qissa by a Nirmala sadhu, 3rd edition.",,Punjabi,,Vidya Sagar Press,Lahore,Lala Munshi Ram,Lahore,114,[]
1910Q1,14,14,PUNJABI—POETRY.—continued.,Punjabi,,Poetry,31,15,1000,"Siri Gurmat Press, Amritsar.",Sri Gurmat Press,Amritsar,"Sohan Singh, Bhai",Nawan Qissa Vada Lachhi de Karake,True,Love verses.,12,"Bhai Hardit Singh, Book-seller",Amritsar,1909-12-02,6 pies,1st,8°,,,,,,Punjabi,,Sri Gurmat Press,Amritsar,"Bhai Hardit Singh, Book-seller",Amritsar,12,[]
1910Q1,14,14,PUNJABI—POETRY.—continued.,Punjabi,,Poetry,32,223,1000,"Vidiya Sagar Press, Lahore.",Vidya Sagar Press,Lahore,"Tara Chand, Lala",Lavni Guru Gobind Singh ji,True,"Verses in praise of Guru Gobind Singh, the 10th Sikh Guru.",4,"Bhai Ladha Singh, Book-seller",Lahore,1910-01-20,3 pies,1st,32°,,,,Lavni song-form in praise of Guru Gobind Singh; Hindu (Lala Tara Chand) author.,,Punjabi,,Vidya Sagar Press,Lahore,"Bhai Ladha Singh, Book-seller",Lahore,4,[]
1910Q1,14,14,PUNJABI—POETRY.—continued.,Punjabi,,Poetry,33,34,1000,"Siri Gurmat Press, Amritsar.",Sri Gurmat Press,Amritsar,"Uttam Pragat, Bava",Uttam Prakash,True,Devotional verses.,16,"The author, with the co-operation of Wadhawa Ram, cloth merchant of Multán district",,1909-12-20,Free,1st,8°,,,,,X (left margin),Punjabi,,Sri Gurmat Press,Amritsar,"The author, with the co-operation of Wadhawa Ram, cloth merchant of Multan district",,16,[]
1910Q1,14,14,PUNJABI—POETRY.—continued.,Punjabi,,Poetry,34,32,1000,Ditto,Sri Gurmat Press,Amritsar,"Waryam Singh, Bhai",Maharaj Bahadar Farid Kot Sahib ji di Ustat,True,Verses in praise of the Maharaja Sahib of Faridkot.,16,Author,"Dhadari Kalán, district Ludhiána",1909-12-20,1 anna,1st,8°,,,,Panegyric to the Maharaja of Faridkot (a princely-state ruler) — loyalist praise verse for a native prince.,,Punjabi,,Sri Gurmat Press,Amritsar,Author,"Dhadari Kalan, district Ludhiana",16,[]
1910Q1,14,14,PUNJABI—POETRY.—continued.,Punjabi,,Poetry,35,33,1000,Ditto,Sri Gurmat Press,Amritsar,"Waryam Singh, Bhai",Nawan Qissa Bhukhar Shukinan da,True,Verses condemning extravagance in women.,16,"The author, Dhádari Kalán, district Ludhiána","Dhádari Kalán, district Ludhiána",1909-12-20,1 anna,1st,8°,,,,Author dash-continuation of s34.,,Punjabi,,Sri Gurmat Press,Amritsar,"The author, Dhadari Kalan, district Ludhiana","Dhadari Kalan, district Ludhiana",16,[]
1910Q1,15,15,PUNJABI—POETRY.—concluded.,Punjabi,,Poetry,36,31,1000,"Siri Gurmat Press, Amritsar.",Sri Gurmat Press,Amritsar,"Waryam Singh, Bhai",Nawan Qissa Ghund wali Nar,True,Love verses. The story ends in the marriage of the lover and his beloved.,16,"The author, Dhádari Kalán, district Ludhiána","Dhádari Kalán, district Ludhiána",1909-12-20,1 anna,1st,8°,,,,,,Punjabi,,Sri Gurmat Press,Amritsar,"The author, Dhadari Kalan, district Ludhiana","Dhadari Kalan, district Ludhiana",16,[]
1910Q1,15,15,PUNJABI (IN PERSIAN CHARACTER)—POETRY.,Punjabi,Persian,Poetry,37,154,500,"MacKey Press, Gujránwála.",Mackey Press,Gujránwála,Barkat Ali,Si Harfii Sadaf-i-Aksir,True,Love verses.,8,Author,Pind Dádan Khan,1910-01-19,6 pies,1st,8°,litho.,,,Serial 37 continues Punjabi—Poetry across the Persian-character subsection.,,Punjabi,,Mackey Press,Gujranwala,Author,Pind Dadan Khan,8,[]
1910Q1,15,15,PUNJABI (IN PERSIAN CHARACTER)—POETRY.,Punjabi,Persian,Poetry,38,86,750,"Anand Parkash Press, Amritsar.",Anand Prakash Press,Amritsar,,Baran Mah Wajog,True,Love verses in the form of a calendar.,8,"Ram Nath, Book-seller",Amritsar,1909-11-26,3 pies,2nd,16°,litho.,,,Bracket note: previous edition noticed at entry No. 115 on page 13 of the catalogue for the quarter ending the 31st March 1898.,,Punjabi,,Anand Prakash Press,Amritsar,"Ram Nath, Book-seller",Amritsar,8,[]
1910Q1,15,15,PUNJABI (IN PERSIAN CHARACTER)—POETRY.,Punjabi,Persian,Poetry,39,251,1000,"Hamidiya Steam Press, Lahore.",Hamidiya Steam Press,Lahore,Buta,Si Harfi Buta,True,Love verses.,16,"Umr-ud-din, Book-seller",Kapúrthala,1910-01-20,6 pies,1st,16°,litho.,,,,,Punjabi,,Hamidiya Steam Press,Lahore,"Umr-ud-din, Book-seller",Kapurthala,16,[]
1910Q1,15,15,PUNJABI (IN PERSIAN CHARACTER)—POETRY.,Punjabi,Persian,Poetry,40,331,5000,"Shahi Press, Ludhiána.",Shahi Press,Ludhiána,"Dewa Ram, Lala",Qissa Raja Mur Dhaj,True,"The story of a Raja who was a great devotee of Krishna. His son seized the horse set at large by the Pandavas and when Arjana complained to Krishna, the latter remarked that he would not permit war to be waged against his devotee. Krishna then rode a lion and took Arjana with him to test Mor Dhaj who slaughtered his son to feed the lion.",16,"Muhammad Bakhsh Fazl Hussain, Book-sellers",Ludhiána,1910-01-01,6 pies,1st,8°,litho.,,,"Raja Mordhwaj bhakti legend, 5,000 copies; Hindu author, Muslim booksellers — the Krishna-devotee king who feeds his son to a lion for a guest.",X (left margin),Punjabi,,Shahi Press,Ludhiana,"Muhammad Bakhsh Fazl Hussain, Book-sellers",Ludhiana,16,[]
1910Q1,15,15,PUNJABI (IN PERSIAN CHARACTER)—POETRY.,Punjabi,Persian,Poetry,41,261,500,"Hamidiya Press, Lahore.",Hamidiya Steam Press,Lahore,Fazl-i-Karim,Si Harfi Raja Hayat Khan,True,"Verses describing the good qualities of Raja Hayat Khan of Usman, district Jhelum.",8,"The author, Usman, Jhelum district","Usman, Jhelum district",1909-12-14,6 pies,1st,8°,litho.,,,,,Punjabi,,Hamidiya Steam Press,Lahore,"The author, Usman, Jhelum district","Usman, Jhelum district",8,[]
1910Q1,15,15,PUNJABI (IN PERSIAN CHARACTER)—POETRY.,Punjabi,Persian,Poetry,42,119,1000,"Silcock Press, Amritsar.",Silcock Press,Amritsar,Gauri Shankar,Man dian Mattiyan Sharabi Puttar nun,True,Admonitory verses by a mother to her son who was addicted to wine-drinking.,8,"The author, Honorary Secretary, Temperance Society, Majitha, Amritsar district","Majitha, Amritsar district",1910-01-20,Free,1st,16°,litho.,,,"Temperance verse ('A mother's counsel to her drunkard son'), free — the temperance movement already active in Q1 (cf. the Amritsar Temperance Society's coordinated campaign in Q4).",,Punjabi,,Silcock Press,Amritsar,"The author, Honorary Secretary, Temperance Society, Majitha, Amritsar district","Majitha, Amritsar district",8,[]
1910Q1,16,16,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,43,343,1000,"Dipak Rajput Printing Works, Lahore.",Dipak Rajput Printing Works,Lahore,"Ghasita Mal, Lala",Nazzara-i-Numaish,True,"A brief account of the Industrial and Agricultural Exhibition of the Punjab and the North-West Frontier Province, held in Lahore in 1909-10.",8,"Daya Singh and Sons, Book-sellers",Lahore,1910-02,1 anna,1st,8°,litho.,,,Verse account of the 1909-10 Lahore Industrial and Agricultural Exhibition — colonial developmentalist spectacle rendered as popular Punjabi verse.,,Punjabi,,Dipak Rajput Printing Works,Lahore,"Daya Singh and Sons, Book-sellers",Lahore,8,[]
1910Q1,16,16,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,44,126,1000,"Mujaddidi Press, Amritsar.",Mujaddidi Press,Amritsar,"Ghaus Muhammad, Maulvi",Si Harfi,True,Admonitory verses.,8,Author,Amritsar,1910-01-15,3 pies,1st,8°,litho.,,,,,Punjabi,,Mujaddidi Press,Amritsar,Author,Amritsar,8,[]
1910Q1,16,16,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,45,329,1000,"Shahi Press, Ludhiána.",Shahi Press,Ludhiána,"Ghulam Mustafa, M.",Jhok Maula Wali,True,Verses in praise of the Prophet Muhammad.,8,"Muhammad Bakhsh Fazl-i-Hussain, Book-sellers",Ludhiána,1909-12-01,3 pies,1st,8°,litho.,,,Jhok devotional form for the Prophet (cf. the jhok cluster in Q4).,,Punjabi,,Shahi Press,Ludhiana,"Muhammad Bakhsh Fazl-i-Hussain, Book-sellers",Ludhiana,8,[]
1910Q1,16,16,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,46,332,7000,Ditto,Shahi Press,Ludhiána,"Ghulam Mustafa, M.",Qissa Bawa Bawi,True,Love verses in the form of questions and answers.,8,"M. Muhammad Bakhsh Fazl Hussain, Book-sellers",Ludhiána,1909-12-01,3 pies,1st,8°,litho.,,,"Author dash-continuation of s45; 7,000 copies — a large qissa run.",,Punjabi,,Shahi Press,Ludhiana,"M. Muhammad Bakhsh Fazl Hussain, Book-sellers",Ludhiana,8,[]
1910Q1,16,16,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,47,252,1000,"Hamidiya Steam Press, Lahore.",Hamidiya Steam Press,Lahore,Ghulam Rasul,Chithi duam,True,Admonitory verses.,16,"Umr-ud-din, Book-seller",Kapúrthala,1910-01-26,6 pies,1st,16°,litho.,,,Maulvi Ghulam Rasul (the Alamgir-fame poet) — cf. his corpus in Q4.,,Punjabi,,Hamidiya Steam Press,Lahore,"Umr-ud-din, Book-seller",Kapurthala,16,[]
1910Q1,16,16,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,48,248,500,Ditto,Hamidiya Steam Press,Lahore,,"Dastan-i-Amir Hamza, Hissa Duam",True,"The well-known story of the battle of Amir Hamza, uncle of the Prophet Muhammad, Part II.",296,"Shaikh Umr-ud-din, Book-seller",Kapúrthala State,1910-01-07,Re. 1,1st,8°,litho.,,"Shaikh Umr-ud-din, Book-seller, Kapúrthala; No. 15, dated the 28th February, 1910.","The Dastan-i-Amir Hamza in Punjabi (Persian script), Part II, 296 pp. pencil note left margin ('with part I') — an earlier hand's multi-part tracking.",X (left margin); pencil note 'with part I',Punjabi,,Hamidiya Steam Press,Lahore,"Shaikh Umr-ud-din, Book-seller",Kapurthala State,296,[]
1910Q1,16,16,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,49,319,1000,"Shahi Press, Ludhiána.",Shahi Press,Ludhiána,"Gurdit Singh, B.",Jhagra Man aur Dhi,True,Verses condemning the marriage of grown-up girls with infant husbands.,8,"Allah Bakhsh Ilahi Bakhsh, Book-sellers",Ludhiána,1910-01-01,6 pies,1st,8°,litho.,,,"'Quarrel between mother and daughter' — reform verse against age-mismatched marriage; Sikh author, Muslim booksellers.",,Punjabi,,Shahi Press,Ludhiana,"Allah Bakhsh Ilahi Bakhsh, Book-sellers",Ludhiana,8,[]
1910Q1,16,16,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,50,62,300,"Moti Press, Hoshiárpur.",Moti Press,Hoshiárpur,Harnam Das,Jhagra Huqqa Kashi,True,Verses condemning smoking.,8,"Hira Lal and Sons, Book-sellers",Hoshiárpur,1910-01-20,3 pies,1st,16°,litho.,,,Anti-tobacco verse (cf. the smoking-permissibility disputes in Q4).,,Punjabi,,Moti Press,Hoshiarpur,"Hira Lal and Sons, Book-sellers",Hoshiarpur,8,[]
1910Q1,16,16,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,51,55,700,"Gulshan-i-Punjab Press, Ráwalpindi.",Gulshan-i-Punjab Press,Rawalpindi,Imam Bakhsh,Qissa-i-Shah-i-Behram,True,"The story of Shah-i-Behram, King of Persia, who was a very handsome man. A giant, Sufed Dew by name, fell in love with him and took him to his abode where a fairy named Husn Bano became enamoured of him. The giant married Husn Bano to Shah-i-Behram and allowed him to return home.",48,"Buta Mal, Anand, Book-seller",Ráwalpindi,1910-01-14,1 anna,1st,8°,litho.,,,Persian dastan (Shah Bahram / div and pari) as Punjabi qissa.,X (left margin),Punjabi,,Gulshan-i-Punjab Press,Rawalpindi,"Buta Mal, Anand, Book-seller",Rawalpindi,48,[]
1910Q1,17,17,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,52,128,750,"Mujaddidi Press, Amritsar.",Mujaddidi Press,Amritsar,,Jap ji Sahib Stik,True,Shalokas from the Jap ji with translation and commentary.,98,"Atar Singh, Book-seller",Amritsar,1909-01-20,9 pies,1st,16°,litho.,,,"Japji Sahib (the core Sikh morning prayer) with commentary, in Persian script from the Naqshbandi Mujaddidi press. Date printed '1909' (likely 1910).",,Punjabi,,Mujaddidi Press,Amritsar,"Atar Singh, Book-seller",Amritsar,98,"[{""field"": ""date"", ""issue"": ""year printed 1909; likely 1910 given quarter context""}]"
1910Q1,17,17,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,53,102,1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,Kahla Singh,Jhagra Man Dhi,True,"Verses in the form of a calendar, containing a dialogue between a mother and her daughter on love, in which the former tries in vain to dissuade the latter from indulging in guilty love.",8,"B. Hardit Singh, Book-seller",Amritsar,1910-01-06,3 pies,1st,8°,litho.,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,"B. Hardit Singh, Book-seller",Amritsar,8,[]
1910Q1,17,17,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,54,52,3000,"MacKey Press, Gujránwála.",Mackey Press,Gujránwála,Kali Das,Gopi Chand,True,"This story is noticed at entry No. 152 on page 11 of the catalogue for the quarter ending the 30th June, 1909.",104,"Shambhu Nath, Book-seller",Gujránwála,1909-11-27,4 annas,7th,8°,litho.,,,"Raja Gopichand renunciation legend, 7th edition. Dual date: Sammat 1966. Same Kali Das as p12 s18 (Rup Basant).",,Punjabi,,Mackey Press,Gujranwala,"Shambhu Nath, Book-seller",Gujranwala,104,[]
1910Q1,17,17,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,55,2,2100,Ditto,Mackey Press,Gujránwála,Kali Das,Puran Bhagat,True,"This story is noticed at entry No. 49 on page 13 of the catalogue for the quarter ending the 30th June, 1909.",104,"Shambu Nath, Book-seller",Gujránwála,1910-01-22,4 annas,4th,8°,litho.,,,"Reg 2 (second-registered book of the year). Puran Bhagat legend, 4th edition. Dual date: Sammat 1966. Bracket note 'Previous edition noticed' (cut off).",X (left margin),Punjabi,,Mackey Press,Gujranwala,"Shambu Nath, Book-seller",Gujranwala,104,[]
1910Q1,17,17,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,56,184,1000,"Dipak Rajput Press, Lahore.",Dipak Rajput Printing Works,Lahore,Karam Chand,Bhajan Mihra Sadhar,True,Hymns in praise of God and admonitory verses.,28,Author,Lahore,1909-12,1 anna,1st,8°,litho.,,,,,Punjabi,,Dipak Rajput Printing Works,Lahore,Author,Lahore,28,[]
1910Q1,17,17,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,57,299,1000,"Newal Kishor Press, Lahore.",Newal Kishore Press,Lahore,"Lahora Singh, Bhai",Hir ba Taswir,True,The well-known story of the love of Hir and Ranjha.,148,Author,Lahore,1910-03-03,6 annas,1st,8°,litho.,,"Bhai Lahora Singh, Photographer, Dabbi Bazar, Lahore; No. 32, dated the 21st March, 1910.","An illustrated Hir ('Hir with pictures') by B. Lahora Singh, photographer of Dabbi Bazar, Lahore — the SAME photographer-publisher who produced the copyrighted Guru Nanak photographs in 1910Q4 (PUNJABI—ART); early instance of photographically-illustrated qissa print.",,Punjabi,,Newal Kishore Press,Lahore,Author,Lahore,148,[]
1910Q1,17,17,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,58,155,700,"Rajeshwari Press, Ráwalpindi.",Rajeshwari Press,Rawalpindi,,Majmua Qissa Shamshad Khetri wa Larka,True,"Verses describing a miracle of the Prophet Muhammad and the generosity of Ali, the Fourth Caliph, etc.",8,Balak Ram,Ráwalpindi,1909-12-15,6 pies,1st,8°,litho.,,,"THE entry cross-referenced from 1910Q4 (p15 s293, Majmua-i-Qissa-i-Shamshad: 'see entry No. 58 at page 17 of the Catalogue for the quarter ending the 31st March 1910') — a forward-reference now resolved within our own extraction set.",,Punjabi,,Rajeshwari Press,Rawalpindi,Balak Ram,Rawalpindi,8,[]
1910Q1,17,17,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,59,53,500,"MacKey Press, Gujránwála.",Mackey Press,Gujránwála,,Majmua Si Harfi,True,"A collection of love verses by Ilahi Bakhsh, Bibi Yasin and Mian Sharaf Din.",28,"Fakir Muhammad Sharif, Gakhar Chima, Gujránwála district","Gakhar Chima, Gujránwála district",1909-12-12,1 anna,1st,8°,litho.,,,Anthology including a woman poet (Bibi Yasin) — female authorship in the si-harfi tradition.,,Punjabi,,Mackey Press,Gujranwala,"Fakir Muhammad Sharif, Gakhar Chima, Gujranwala district","Gakhar Chima, Gujranwala district",28,[]
1910Q1,17,17,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,60,246,1000,"Arya Steam Press, Lahore.",Arya Steam Press,Lahore,Mansha Ram,Jhok Allah Wali,True,Verses directed against the teaching of the Quran and observance of rituals.,7,"The author, Nangal, Hissar district","Nangal, Hissar district",1910-01,Free,1st,8°,litho.,,,"Arya Samaj polemic against Quranic teaching (Hindu author Mansha Ram, Arya Steam Press), free — the Arya–Muslim polemic front already active in Q1 (cf. the polemic ring of Q4).",,Punjabi,,Arya Steam Press,Lahore,"The author, Nangal, Hissar district","Nangal, Hissar district",7,[]
1910Q1,18,18,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,61,183,1000,"Dipak Rajput Press, Lahore.",Dipak Rajput Printing Works,Lahore,Milkhi,Kallu Kikkar Singh,True,"Or an account of the famous wrestling match between Kallu of Amritsar and Kikkar Singh, the two champion wrestlers of the Punjab, held at Lahore in the amphitheatre of the Industrial and Agricultural Exhibition of the Punjab, North-West Frontier Province and Balúchistán during the year 1909-10.",8,Author,Lahore,1909-12,6 pies,1st,8°,litho.,,,A verse account of a famous wrestling bout (Kallu vs Kikkar Singh) at the 1909-10 Lahore Exhibition — sporting spectacle as popular print; second Exhibition-themed qissa this quarter (cf. p16 s43).,X (left margin),Punjabi,,Dipak Rajput Printing Works,Lahore,Author,Lahore,8,[]
1910Q1,18,18,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,62,259,1000,"Islamia Press, Lahore.",Islamia Press,Lahore,Muhammad Azhar,Mukammal Qasas-ul-Muhsinin,True,Complete versified story of the Prophet Joseph and his beloved Zulaikha.,684,"Malak Ghulam Muhammad, Book-seller",Lahore,1909-10-15,Re. 1-12 annas (bound); Re. 1-8 annas (unbound),1st,8°,litho.,,"M. Ghulam Muhammad, Book-seller, Lahore; No. 20, dated the 14th January, 1910.",A 684-page complete Yusuf-Zulaikha in Punjabi verse with dual binding prices — a monumental qissa (second Yusuf-Zulaikha this quarter after p11 s6).,X (left margin),Punjabi,,Islamia Press,Lahore,"Malak Ghulam Muhammad, Book-seller",Lahore,684,[]
1910Q1,18,18,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,63,297,500,Ditto,Islamia Press,Lahore,"Muhammad Din, M.",Hidayat Nama-i-Taun,True,"A pamphlet which describes the causes of the spread of plague, and explains some preventive measures.",16,"Fazal-i-Haq, Book-seller",Multán,1910-01,1 anna,1st,8°,litho.,,,Plague-prevention advice in Punjabi verse — public-health print during the ongoing plague epidemic; vernacular science/medicine.,,Punjabi,,Islamia Press,Lahore,"Fazal-i-Haq, Book-seller",Multan,16,[]
1910Q1,18,18,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,64,375,500,"Civil and Military Organ Press, Ludhiána.",Civil and Military Organ Press,Ludhiána,Muhammad Shah,Pittan Nama,True,A small pamphlet directed against women who beat their breasts and weep aloud at funerals.,8,"Shah Din, Iqbalganj Street",Ludhiána,1910-03-07,9 pies,1st,8°,litho.,,,"Persian-script version of the same author's Pittan Nama (cf. p13 s22, Nagari-side) — anti-ritual-mourning reform verse; the same text across script markets.",,Punjabi,,Civil and Military Organ Press,Ludhiana,"Shah Din, Iqbalganj Street",Ludhiana,8,[]
1910Q1,18,18,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,65,159,700,"Rajeswari Press, Ráwalpindi.",Rajeshwari Press,Rawalpindi,Muqbil,Madh-i-Pir Zal,True,"Verses in praise of Shaikh Abdul Qadir Jilani, the well-known Muhammadan saint of Baghdád.",16,"Balak Ram, Anand, Book-seller",Ráwalpindi,1909-12-26,6 pies,1st,8°,litho.,,,Praise of Abd al-Qadir Jilani (Qadiri Sufi founder) — Hindu bookseller (Anand) publishing Muslim saint-praise.,,Punjabi,,Rajeshwari Press,Rawalpindi,"Balak Ram, Anand, Book-seller",Rawalpindi,16,[]
1910Q1,18,18,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,66,103,1000,"Wazir-i-Hind Press, Amritsar.",Wazir-i-Hind Press,Amritsar,Narayan Singh,Sajan Bichhora,True,Love verses.,8,"Hardit Singh, Book-seller",Amritsar,1910-01-06,3 pies,1st,8°,litho.,,,,,Punjabi,,Wazir-i-Hind Press,Amritsar,"Hardit Singh, Book-seller",Amritsar,8,[]
1910Q1,18,18,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—continued.,Punjabi,Persian,Poetry,67,570,300,"Moti Press, Hoshiárpur.",Moti Press,Hoshiárpur,Nihal Singh,Halat-i-Hoshiárpur,True,"Verses describing the work of the Singh Sabha, Hoshiárpur.",16,Author,Hoshiárpur,1910-01-01,3 pies,1st,16°,litho.,,,Verses celebrating the local Singh Sabha's work — Sikh reform self-documentation. Reg 570 is anomalously high for a Jan-Mar 1910 entry; likely a misread (possibly 70 or 170) — flagged.,,Punjabi,,Moti Press,Hoshiarpur,Author,Hoshiarpur,16,"[{""field"": ""reg"", ""issue"": ""printed reg reads 570, far above the quarter's ~1-383 range; likely misread of a smaller number (e.g. 70/170) — transcribed as printed""}]"
1910Q1,19,19,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—concluded.,Punjabi,Persian,Poetry,68,88,750,"Anand Parkash Press, Amritsar.",Anand Prakash Press,Amritsar,Nikka Ram,Sharabiyan da Hal,True,Verses directed against wine-drinking and meat-eating.,8,Author,Amritsar,1909-11-28,3 pies,1st,16°,litho.,,,Anti-liquor and anti-meat reform verse — Arya/Jain-adjacent vegetarian temperance.,,Punjabi,,Anand Prakash Press,Amritsar,Author,Amritsar,8,[]
1910Q1,19,19,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—concluded.,Punjabi,Persian,Poetry,69,127,750,"Mujaddidi Press, Amritsar.",Mujaddidi Press,Amritsar,,Nit Niyam,True,Daily prayers from Jap Ji.,64,"Atar Singh, Book-seller",Amritsar,1910-01-20,Free,1st,32°,litho.,,,"Sikh daily-prayer (nitnem) selections in Persian script, free.",,Punjabi,,Mujaddidi Press,Amritsar,"Atar Singh, Book-seller",Amritsar,64,[]
1910Q1,19,19,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—concluded.,Punjabi,Persian,Poetry,70,87,700,"Anand Parkash Press, Amritsar.",Anand Prakash Press,Amritsar,,Pothi Jap Ji,True,Or hymns from Jap Ji.,32,Kishen Singh,Amritsar,1909-11-27,6 pies,1st,32°,litho.,,,"Third Japji-related devotional this quarter (cf. s52, s69) — the core Sikh prayer circulating heavily in Persian script.",,Punjabi,,Anand Prakash Press,Amritsar,Kishen Singh,Amritsar,32,[]
1910Q1,19,19,PUNJABI (IN PERSIAN CHARACTER)—POETRY.—concluded.,Punjabi,Persian,Poetry,71,83,750,Ditto,Anand Prakash Press,Amritsar,Rahim Bakhsh,Kaman Dilgudaz,True,Admonitory verses.,16,"The author, Daud, tahsil Raya, Sialkot district","Daud, tahsil Raya, Sialkot district",1909-11-23,6 pies,13th,16°,litho.,,,"Kaman-i-Dilgudaz, 13th edition — the same perennial village-author staple that reappears in Q4 at its 14th edition (p15 s298); a rare in-dataset edition-progression across the year.",,Punjabi,,Anand Prakash Press,Amritsar,"The author, Daud, tahsil Raya, Sialkot district","Daud, tahsil Raya, Sialkot district",16,[]
